,listingAddress,unitNumber,listingId,rentAmount,rentType,bedrooms,bathrooms,housingType,dateAvailable,gmapLatitude,gmapLongitude,pets,air_conditioning,electricity_included,electronic_payments,furniture_included,heat_included,internet_included,kitchen_available,laundry_available,near_bus,osparking_available,osparking_included,psparking_available,water_included,faculty,ugrad,sabbatical,fa_sublet,sp_sublet,sum_sublet,short_term,graduate
1745,110 DRYDEN ROAD,1D,1774.0,600.0,Price per Person,3,1,Room to Rent,2018-12-17T05:00:00.000Z,42.44176360000001,-76.48607799999999,No,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
1746,619 AURORA STREET N,1,1775.0,1875.0,Price per Unit,3,1,Rent,2019-08-01T04:00:00.000Z,42.4471898,-76.4957754,Yes,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1747,WILLARD WAY (LOT),206,1776.0,1400.0,Price per Unit,1,1,Rent,2018-12-24T05:00:00.000Z,42.4497766,-76.4920209,No,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
1748,"316 E State St, Apt 701",Apt 701,1777.0,1250.0,Price per Person,1,1,Room to Rent,2018-11-04T04:00:00.000Z,42.4398354,-76.4949626,Yes,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
1749,207 WORTH STREET,,1778.0,1500.0,Price per Unit,3,1,Rent,2019-01-01T05:00:00.000Z,42.4387672,-76.4767552,Yes,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0
1750,100 FAIRVIEW SQUARE,2G,1779.0,1749.0,Price per Unit,2,1,Rent,2020-06-12T04:00:00.000Z,42.4406469,-76.47612549324836,Yes,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1751,131 Snyder Hill Road,Upper,1780.0,1500.0,Price per Unit,3,1,Rent,2018-11-15T05:00:00.000Z,42.4285147,-76.4588618,No,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1752,502 DRYDEN ROAD,Terrace,1781.0,900.0,Price per Unit,1,1,Rent,2018-12-19T05:00:00.000Z,42.4412848,-76.48046,No,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
1753,211 STEWART AVENUE,,1782.0,443.0,Price per Unit,1,2.5,Room to Rent,2019-01-01T05:00:00.000Z,42.4414261716571,-76.489228,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
1754,171 STATE STREET E,326,1783.0,1250.0,Price per Unit,1,1,Rent,2019-05-24T04:00:00.000Z,42.4394279,-76.49692739999999,No,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1755,207 KELVIN PLACE,4,1784.0,700.0,Price per Person,1,1,Room to Rent,2019-01-02T05:00:00.000Z,42.4564153,-76.48324934849205,No,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
1756,DRYDEN ROAD,M,1785.0,800.0,Price per Person,4,1,Rent,2018-12-15T05:00:00.000Z,42.43717719810666,-76.4769486,No,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
1757,109 DRYDEN ROAD,M,1786.0,700.0,Price per Person,1,1,Rent,2019-06-15T04:00:00.000Z,42.441899,-76.4868379,No,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
1758,8 Hanford dr.,,1787.0,1000.0,Price per Unit,2,1,Rent,2018-11-07T05:00:00.000Z,42.519101,-76.27609930537002,No,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1759,37 Uptown Road,20,1788.0,648.0,Price per Person,2,1,Rent,2019-01-31T05:00:00.000Z,42.480759,-76.47523558825868,Yes,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
1760,700 Warren Road,13-1C,1789.0,1145.0,Price per Unit,1,1,Rent,2018-12-02T05:00:00.000Z,42.487004508256696,-76.471324,Yes,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1761,815 Hanshaw Rd.,,1790.0,2500.0,Price per Unit,3,2,Rent,2019-08-01T04:00:00.000Z,42.4704413,-76.4820188,Yes,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1762,306 highland rd,,1791.0,650.0,Price per Person,4,1.5,Room to Rent,2018-11-30T05:00:00.000Z,42.4571082,-76.4866826,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1763,804 CAYUGA STREET N,2,1792.0,770.0,Price per Unit,1,1,Rent,2018-12-11T05:00:00.000Z,42.4486509,-76.49955082631833,No,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1764,256 Burns Rd,,1793.0,1100.0,Price per Unit,1,1,Rent,2019-01-02T05:00:00.000Z,42.3794944,-76.35909319999999,Yes,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
1765,1009 Hanshaw Road,,1794.0,1200.0,Price per Unit,2,1,Rent,2019-01-01T05:00:00.000Z,42.4676169,-76.47653471366202,Yes,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1766,"608 Winston Court, apartment 4",4,1795.0,400.0,Price per Person,3,1,Rent,2018-12-18T05:00:00.000Z,42.47655,-76.45724,No,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
1767,109 Summerhill Drive,Apt 3,1796.0,790.0,Price per Person,2,2.5,Room to Rent,2019-01-02T05:00:00.000Z,42.43840463883121,-76.4601306,Yes,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
1768,309 EDDY STREET,4a,1797.0,1195.0,Price per Person,4,2,Room to Rent,2018-12-27T05:00:00.000Z,42.441215,-76.48730179769252,No,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1769,434 Forest Home Drive,,1798.0,925.0,Price per Unit,2,1,Rent,2018-12-28T05:00:00.000Z,42.454021,-76.44787029999999,No,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1770,"272 Hayts Rd, Apt 1",Apt 1,1799.0,1300.0,Price per Unit,2,1,Rent,2019-01-15T05:00:00.000Z,42.46745,-76.56334802708339,Yes,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0
1771,224 BRYANT AVENUE,3,1800.0,1350.0,Price per Unit,2,1,Rent,2019-08-15T04:00:00.000Z,42.43995157290985,-76.4825383,No,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1772,101 Bald Hill School Road,,1801.0,750.0,Price per Unit,1,1,Rent,2018-12-30T05:00:00.000Z,42.361785,-76.36971600000001,Yes,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0
1773,106 HIGHLAND PLACE,,1802.0,1095.0,Price per Person,6,2.5,Rent,2021-06-15T04:00:00.000Z,42.442634501566594,-76.4888308,Yes,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1774,619 AURORA STREET N,2N,1803.0,965.0,Price per Unit,1,1,Rent,2019-01-01T05:00:00.000Z,42.4471898,-76.49594156588054,Yes,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1775,2797 Elmira Road,01,1804.0,1200.0,Price per Unit,2,2,Rent,2019-01-03T05:00:00.000Z,42.317281,-76.66408899999999,No,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
1776,516 UNIVERSITY AVENUE,B3,1805.0,700.0,Price per Person,2,1,Room to Rent,2019-05-17T04:00:00.000Z,42.44953760327536,-76.492824,Yes,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0
1777,306 EDDY STREET,,1806.0,700.0,Price per Person,1,3,Room to Rent,2018-12-20T05:00:00.000Z,42.441132,-76.4876888,No,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1778,303 EDDY STREET,apt 3,1807.0,650.0,Price per Person,6,2,Room to Rent,2019-01-01T05:00:00.000Z,42.44091750707079,-76.48719419999999,No,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1779,306 EDDY STREET,,1808.0,700.0,Price per Person,1,1,Room to Rent,2018-11-15T05:00:00.000Z,42.441132,-76.48796424409393,No,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1780,328 PLEASANT STREET,3 bedrooms 1 study,1809.0,1350.0,Price per Unit,3,1,Rent,2019-03-25T04:00:00.000Z,42.4369484,-76.4930649,Yes,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
1781,136 FAYETTE STREET,#1,1810.0,695.0,Price per Person,1,1,Room to Rent,2019-08-01T04:00:00.000Z,42.4369327,-76.50278870000001,No,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1782,WILLARD WAY (LOT),206-208,1811.0,1400.0,Price per Unit,1,1,Rent,2018-12-24T05:00:00.000Z,42.4497766,-76.49187399760288,No,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
1783,206-08 WILLARD WAY,206,1812.0,1400.0,Price per Unit,1,1,Rent,2019-05-18T04:00:00.000Z,42.4509531,-76.4917773,No,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
1784,201 COLLEGE AVENUE,,1813.0,1995.0,Price per Unit,1,1,Rent,2019-01-01T05:00:00.000Z,42.4394661,-76.48504622166412,Yes,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0
1785,"201 College Ave, #3E",#3E,1814.0,1995.0,Price per Unit,1,1,Rent,2019-01-01T05:00:00.000Z,42.43945818221831,-76.48482100967652,Yes,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0
1786,140 E. Enfield Center Rd,A,1815.0,750.0,Price per Unit,1,1,Rent,2018-11-27T05:00:00.000Z,42.4376589,-76.583501,No,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1787,213 DEARBORN PLACE,5,1816.0,800.0,Price per Person,1,2.5,Room to Rent,2018-12-19T05:00:00.000Z,42.4559248,-76.4821317,No,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
1788,"Collegetown Plaza, 111 Dryden Road",Apt. 5F,1817.0,450.0,Price per Unit,1,1.5,Room to Rent,2019-01-05T05:00:00.000Z,42.4415942,-76.48644266142996,No,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1789,109 DRYDEN ROAD,5F,1818.0,700.0,Price per Person,1,1.5,Room to Rent,2018-12-17T05:00:00.000Z,42.441899,-76.48670419496483,No,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1790,111 QUARRY STREET S,,1819.0,1375.0,Price per Unit,studio,1,Rent,2021-06-10T04:00:00.000Z,42.43753759471852,-76.4881139,No,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1791,214 LINDEN AVENUE,,1820.0,550.0,Price per Person,5,2,Room to Rent,2018-12-11T05:00:00.000Z,42.4401276,-76.4843568,No,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1792,126 Westbourne Lane,7,1821.0,550.0,Price per Person,4,2,Rent,2018-12-15T05:00:00.000Z,42.45636150798139,-76.48774855410613,No,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0
1793,323 BUFFALO STREET W,Unit 1,1822.0,1275.0,Price per Unit,2,1,Rent,2019-07-15T04:00:00.000Z,42.4410191,-76.50345500000002,No,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1794,614 BUFFALO STREET E,1,1823.0,0.0,Price per Unit,4,3,Rent,2019-01-02T05:00:00.000Z,42.441849,-76.48912523950688,Yes,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0
1795,7 A Park Lane,7 A,1824.0,1250.0,Price per Unit,2,1,Rent,2018-11-24T05:00:00.000Z,42.537561408608404,-76.5438099,Yes,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
1796,211-13 CORNELL STREET,211,1825.0,2370.0,Price per Unit,3,1,Rent,2021-08-01T04:00:00.000Z,42.43903230622853,-76.47741706812285,No,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
1797,27 Middaugh road,#1,1826.0,650.0,Price per Person,1,2,Room to Rent,2019-01-01T05:00:00.000Z,42.3880953,-76.4124226,Yes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0
1798,516 UNIVERSITY AVENUE,,1827.0,500.0,Price per Person,1,1,Room to Rent,2018-12-15T05:00:00.000Z,42.449546,-76.49258149384782,No,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1799,404-06 OAK AVENUE,,1828.0,600.0,Price per Person,1,2,Room to Rent,2019-01-13T05:00:00.000Z,42.44175310021472,-76.48019704662704,No,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
1800,427 SENECA STREET E,,1829.0,2200.0,Price per Unit,1,1,Rent,2018-12-15T05:00:00.000Z,42.4404014,-76.4926131,Yes,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1801,1053 East Shore Drive,,1830.0,2400.0,Price per Unit,4,3,Rent,2019-03-01T05:00:00.000Z,42.474775,-76.5048554,No,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
1802,1053 East Shore Drive,,1831.0,2500.0,Price per Unit,4,3,Rent,2019-01-08T05:00:00.000Z,42.4747917866803,-76.50485752038776,No,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
1803,307 COLLEGE AVENUE,407,1832.0,1900.0,Price per Unit,studio,1,Rent,2019-01-01T05:00:00.000Z,42.44074198814166,-76.48481989999999,No,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0
1804,16 Franklyn Drive,1,1833.0,1875.0,Price per Unit,2,2,Rent,2018-11-28T05:00:00.000Z,42.5368019,-76.4884568,No,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1805,503 DRYDEN ROAD,Apt 2,1834.0,825.0,Price per Unit,1,1,Room to Rent,2018-12-16T05:00:00.000Z,42.4409398,-76.48003799113317,No,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0
1806,211 Linden Ave,Apt 20,1835.0,875.0,Price per Unit,3,1.5,Share,2019-01-02T05:00:00.000Z,42.439765103932075,-76.48400740714015,No,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
1807,26 Dove Dr,1,1836.0,1200.0,Price per Unit,2,1,Rent,2019-02-18T05:00:00.000Z,42.42620960336339,-76.44866527021588,Yes,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0
1808,106 VALENTINE PLACE,,1837.0,1595.0,Price per Unit,studio,1,Rent,2019-01-08T05:00:00.000Z,42.436401982911676,-76.48586829999999,No,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0
1809,11 Forest Lane,House,1838.0,400.0,Price per Person,3,1,Rent,2018-11-30T05:00:00.000Z,42.4600269,-76.42920080291778,Yes,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1810,802 CAYUGA STREET N,4,1839.0,825.0,Price per Unit,1,1,Rent,2019-01-01T05:00:00.000Z,42.4485324,-76.4997508,No,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1811,11 Forest Lane,,1840.0,950.0,Price per Unit,2,1,Rent,2018-12-01T05:00:00.000Z,42.460390696097726,-76.429497,Yes,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0
1812,11 Forest Lane,,1841.0,650.0,Price per Unit,1,1,Rent,2019-01-07T05:00:00.000Z,42.46046625348374,-76.429497,Yes,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0
1813,6 Sanctuary Dr.,Apt 2,1842.0,1599.0,Price per Unit,2,2.5,Rent,2020-01-10T05:00:00.000Z,42.473102315016675,-76.4518499,Yes,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
1814,222 Dryden Rd,,1843.0,700.0,Price per Person,6,2,Room to Rent,2018-12-15T05:00:00.000Z,42.44188992932403,-76.48385265337294,No,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1815,705 E Buffalo Street Apt 5,5,1844.0,900.0,Price per Person,studio,1,Rent,2018-12-29T05:00:00.000Z,42.4413585,-76.4883213,No,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1816,2250 N Triphammer Rd,,1845.0,800.0,Price per Unit,1,1,Rent,2019-02-09T05:00:00.000Z,42.479068822406596,-76.4808494,Yes,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
1817,400 Triphammer Road,G-1,1846.0,1000.0,Price per Unit,studio,1,Rent,2018-12-17T05:00:00.000Z,42.4590219,-76.48369187293686,Yes,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
1818,105-07 QUARRY STREET N,Apartment 3,1847.0,650.0,Price per Person,1,2,Room to Rent,2018-12-17T05:00:00.000Z,42.43900499999999,-76.48819,No,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
1819,111 HUDSON STREET,,1848.0,750.0,Price per Person,8,4,Room to Rent,2018-12-24T05:00:00.000Z,42.4383926,-76.4941039,Yes,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1820,210 LAKE STREET BLDG 1,8B,1849.0,700.0,Price per Person,2,1,Room to Rent,2019-06-01T04:00:00.000Z,42.45088399999999,-76.49353864788203,No,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1821,414 STEWART AVENUE,2,1850.0,750.0,Price per Person,4,1,Room to Rent,2018-12-18T05:00:00.000Z,42.4429691472825,-76.48999567909851,No,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1822,171 STATE STREET E,354,1851.0,1120.0,Price per Unit,1,1,Rent,2019-01-01T05:00:00.000Z,42.4394279,-76.4972417168396,No,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
1823,414 STEWART AVENUE,2,1852.0,750.0,Price per Person,4,1,Room to Rent,2018-12-18T05:00:00.000Z,42.44298234755788,-76.4902639,No,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1824,"2250 N TRIPHAMMER RD, APT P2C",APT P2C,1853.0,1235.0,Price per Unit,1,1,Rent,2018-12-05T05:00:00.000Z,42.4801133,-76.4811506836397,Yes,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1825,515-17 CAYUGA STREET S,1,1854.0,850.0,Price per Unit,1,1,Rent,2019-01-16T05:00:00.000Z,42.4337938,-76.4984849,Yes,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1826,118 PROSPECT STREET,,1855.0,620.0,Price per Person,1,2,Room to Rent,2018-12-28T05:00:00.000Z,42.4376498,-76.49593651983612,No,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0
1827,101-03 QUARRY STREET N,1211,1856.0,4999.0,Price per Unit,10,4,Rent,2018-12-05T05:00:00.000Z,42.438827,-76.48795874739974,Yes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
1828,101-03 QUARRY STREET N,,1857.0,500.0,Price per Person,1,1,Room to Rent,2018-12-05T05:00:00.000Z,42.438827,-76.48849066948526,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1829,122 WAIT AVENUE,,1858.0,860.0,Price per Unit,1,2,Rent,2019-01-01T05:00:00.000Z,42.4546549,-76.48439242618048,No,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
