listingId,address,unit_number,rent,rent_type,bedrooms,bathrooms,housing_type,date_available,latitude,longitude,pets_allowed,air_conditioning,electricity_included,electronic_payments,furniture_included,heat_included,internet_included,kitchen_available,laundry_available,near_bus,osparking_available,osparking_included,psparking_available,water_included,faculty,ugrad,sabbatical,fa_sublet,sp_sublet,sum_sublet,short_term,graduate,distance
697.0,201 WYCKOFF AVENUE,,3990.0,Price per Unit,6.0,2.0,Room to Rent,2018-01-01 05:00:00,42.453913,-76.483561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,706.3572401956264
698.0,108 GENEVA STREET N,7,825.0,Price per Unit,0.0,1.0,Rent,2017-09-28 04:00:00,42.4398617,-76.5009194,0,0,1,1,0,1,0,1,1,1,0,1,0,1,1,1,0,0,0,0,0,1,1569.2546149893328
699.0,403 COLLEGE AVENUE,5,9200.0,Price per Unit,8.0,2.0,Rent,2018-06-15 04:00:00,42.44182,-76.4850604,0,0,0,0,1,1,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,1,647.8551808454629
700.0,124 ROBERTS PLACE,2,2400.0,Price per Unit,2.0,2.0,Rent,2021-06-01 04:00:00,42.4532586,-76.4847649,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,624.3250214610321
701.0,201 Christopher Lane,,1500.0,Price per Unit,1.0,1.0,Share,2018-01-15 05:00:00,42.4713897,-76.4710369,0,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,2876.8969506327808
702.0,717 BUFFALO STREET E,,690.0,Price per Unit,1.0,4.0,Room to Rent,2019-08-10 04:00:00,42.44157999999999,-76.487541,0,0,1,0,1,1,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1,706.7847181913165
703.0,307 COLLEGE AVENUE,,1675.0,Price per Unit,0.0,1.0,Rent,2017-12-17 05:00:00,42.4407648,-76.4845173,0,1,0,0,1,1,0,1,1,1,1,0,0,1,1,1,0,0,1,0,1,1,766.0334020108859
704.0,316 CASCADILLA STREET,1,1125.0,Price per Unit,1.0,1.0,Rent,2017-12-15 05:00:00,42.4446586,-76.5032157,0,0,1,0,1,1,0,1,1,1,0,0,0,1,1,0,0,0,1,0,1,1,1533.7227863403043
705.0,770 Ringwood Road,,2060.0,Price per Unit,4.0,1.5,Share,2018-08-18 04:00:00,42.435993,-76.378007,0,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,0,1,8872.048868985508
706.0,312-24 THURSTON AVENUE,C24,1600.0,Price per Unit,2.0,2.0,Rent,2018-01-01 05:00:00,42.454351,-76.48542499999999,0,1,0,0,1,0,0,1,1,1,1,0,0,1,0,0,0,0,1,1,0,0,746.518655602845
707.0,113-19 DRYDEN ROAD,9-J,1360.0,Price per Unit,0.0,1.0,Rent,2018-01-01 05:00:00,42.4414247,-76.4864379,0,1,0,0,1,0,0,1,1,1,1,0,0,0,1,1,1,0,1,0,1,0,702.2113141811959
708.0,113-19 DRYDEN ROAD,9-J,1360.0,Price per Unit,0.0,1.0,Rent,2018-01-01 05:00:00,42.4414247,-76.4864379,0,1,0,0,1,0,0,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,702.2113141811959
709.0,314 PLAIN STREET N,2,1250.0,Price per Unit,3.0,1.0,Rent,2017-11-01 04:00:00,42.4417458,-76.5043226,0,0,0,1,0,1,0,1,1,1,1,0,0,1,1,0,1,1,1,0,1,1,1718.351713212022
710.0,209 AURORA STREET N,,2000.0,Price per Unit,2.0,1.0,Rent,2017-12-07 05:00:00,42.44086157853908,-76.49551471719667,0,0,0,0,0,1,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1148.0944828966267
711.0,221 Eddy Street,,845.0,Price per Unit,1.0,1.0,Rent,2019-08-01 04:00:00,42.4405923,-76.48703189999999,0,0,1,0,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,1,0,1,802.4117055683661
712.0,220 LINN STREET,,1650.0,Price per Unit,3.0,1.0,Room to Rent,2018-08-20 04:00:00,42.4459536,-76.494996,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0,1,844.1100296056449
713.0,114 STEWART AVENUE,,5220.0,Price per Unit,9.0,3.0,Rent,2018-06-15 04:00:00,42.4401121,-76.4899082,0,0,0,0,1,1,0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,1,930.6694639809064
714.0,113-19 DRYDEN ROAD,Apt 8F,6000.0,Price per Unit,6.0,1.5,Room to Rent,2018-06-15 04:00:00,42.4414247,-76.4864379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,702.2113141811959
715.0,110 DRYDEN ROAD,8F,6000.0,Price per Unit,6.0,2.0,Room to Rent,2018-01-01 05:00:00,42.441778,-76.486115,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,659.2415221987487
716.0,921-23 STATE STREET E,921-923,3650.0,Price per Unit,5.0,2.0,Rent,2018-06-02 04:00:00,42.43641772610881,-76.4848677504299,0,0,0,1,1,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,1,1248.5422917557112
717.0,65 WOODCREST AVENUE,Apartment,1150.0,Price per Unit,1.0,1.0,Rent,2017-11-02 04:00:00,42.433342,-76.470992,0,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,0,1,1,1960.8460071444733
718.0,65 WOODCREST AVENUE,3,895.0,Price per Unit,1.0,1.0,Room to Rent,2018-08-28 04:00:00,42.433342,-76.470992,0,0,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1960.8460071444733
720.0,201 College Ave.,,1995.0,Price per Unit,1.0,1.0,Rent,2018-06-01 04:00:00,42.43954947338557,-76.48500859737396,0,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,1,0,1,900.2875489859645
722.0,835 Taughannock Blvd,B,2700.0,Price per Unit,3.0,1.0,Room to Rent,2017-10-05 04:00:00,42.462776,-76.523314,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,1,1,1,0,1,1,3567.573140668916
723.0,"505 Wyckoff,",apt 1,2325.0,Price per Unit,3.0,1.0,Room to Rent,2020-08-01 04:00:00,42.4566114,-76.48677889999999,0,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,0,0,0,1,1007.9375597860663
724.0,706 SENECA STREET E,6,850.0,Price per Unit,1.0,1.0,Rent,2017-12-01 05:00:00,42.4409027,-76.48928920000002,0,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,1,1,0,1,829.444478188162
725.0,704 CAYUGA STREET N,706,1675.0,Price per Unit,3.0,1.0,Rent,2017-10-07 04:00:00,42.4474718,-76.4996099,0,1,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1201.585652352964
726.0,511-13 DRYDEN ROAD,,750.0,Price per Unit,5.0,2.0,Room to Rent,2018-07-02 04:00:00,42.4409684,-76.47887899999999,0,1,0,1,1,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,894.9207489358981
727.0,512 Wyckoff Road,,950.0,Price per Unit,1.0,1.0,Rent,2018-01-15 05:00:00,42.4570442,-76.4876185,0,0,0,1,1,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,1067.440636661931
728.0,105 WESTBOURNE LANE,1,1350.0,Price per Unit,3.0,2.0,Room to Rent,2018-01-01 05:00:00,42.456016,-76.4866559,0,0,0,1,1,0,1,1,1,1,1,0,0,1,0,1,0,0,1,0,1,0,940.9678951750952
729.0,116 STEWART AVENUE,1,500.0,Price per Unit,1.0,1.0,Room to Rent,2017-12-17 05:00:00,42.4402469,-76.4899272,0,0,1,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,917.8906579922369
730.0,406-10 COLLEGE AVENUE,1,700.0,Price per Unit,1.0,2.0,Room to Rent,2017-11-05 04:00:00,42.441887,-76.4854919,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,1,0,0,1,0,1,1,641.805284751316
731.0,120-26 WESTBOURNE LANE,1,1350.0,Price per Unit,3.0,2.0,Room to Rent,2018-01-01 05:00:00,42.455872,-76.4869112,0,0,0,1,1,0,1,1,1,1,1,0,0,1,0,1,0,0,1,0,1,0,928.5010829517291
732.0,202 MADISON STREET,Apt 2,900.0,Price per Unit,1.0,1.0,Rent,2018-01-13 05:00:00,42.446519,-76.50277,0,0,1,0,1,1,1,1,1,1,1,0,0,1,1,0,1,0,1,0,0,1,1466.0923708791195
733.0,335 Coddington Rd,A,700.0,Price per Unit,1.0,1.0,Share,2017-11-01 04:00:00,42.4215211,-76.48363669999999,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,1,1,0,1,2906.996478250288
734.0,305 OAK AVENUE,,7000.0,Price per Unit,10.0,4.0,Room to Rent,2017-12-22 05:00:00,-0.0002709031104984,-0.000123381614685,0,0,0,0,1,1,0,1,1,1,1,0,0,1,0,1,0,0,1,0,0,0,8903379.479207478
735.0,116 DELAWARE AVENUE,5,3950.0,Price per Unit,5.0,2.0,Rent,2018-08-01 04:00:00,42.4387912,-76.4834075,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,0,1,992.8812837858167
736.0,404-06 UNIVERSITY AVENUE,,1935.0,Price per Unit,3.0,1.0,Rent,2018-07-01 04:00:00,42.44767751653384,-76.4931985056553,0,0,0,1,1,1,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,1,675.3814133734396
737.0,440 BUFFALO STREET E,4,1600.0,Price per Unit,2.0,1.0,Rent,2017-12-18 05:00:00,42.44183659999999,-76.4922407,0,0,0,0,1,1,0,1,1,1,1,0,0,1,0,0,0,0,1,1,0,1,879.4626099130514
738.0,612 BUFFALO STREET E,,830.0,Price per Unit,1.0,1.0,Room to Rent,2018-08-01 04:00:00,42.4418193,-76.4891402,0,0,0,0,1,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,1,732.802339513924
739.0,126 COLLEGE AVENUE,,3575.0,Price per Unit,5.0,3.0,Room to Rent,2018-01-01 05:00:00,42.43877699999999,-76.4853,0,0,0,1,1,1,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,986.5541159346914
740.0,531 STATE STREET E,,6000.0,Price per Unit,10.0,3.0,Rent,2018-06-01 04:00:00,42.4390903,-76.4898027,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,1030.764177833555
741.0,216-18 DRYDEN ROAD,Apartment 4,3400.0,Price per Unit,4.0,2.0,Rent,2017-12-19 05:00:00,42.44212014397917,-76.48404031991959,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,619.1255433779628
742.0,216-18 DRYDEN ROAD,Apartment 4,2550.0,Price per Unit,3.0,2.0,Rent,2017-12-19 05:00:00,42.44206817615117,-76.4840430021286,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,624.8339847910183
743.0,216-18 DRYDEN ROAD,Apartment 4,1700.0,Price per Unit,2.0,2.0,Rent,2017-12-19 05:00:00,42.4421110429146,-76.48404836654663,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,620.0492464471379
744.0,216-18 DRYDEN ROAD,Apartment 4,850.0,Price per Unit,1.0,2.0,Rent,2017-12-19 05:00:00,42.442090487682265,-76.48402690887451,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,622.5337647331478
746.0,1263 Ellis Hollow Rd,,1300.0,Price per Unit,1.0,1.0,Rent,2017-10-17 04:00:00,42.430243,-76.4323316,0,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,1,0,0,0,1,0,4733.029300519282
747.0,114 HEIGHTS COURT,,3650.0,Price per Unit,5.0,1.5,Share,2020-06-05 04:00:00,42.4552324,-76.4848243,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,843.6622747229769
748.0,151-59 DRYDEN ROAD,318,1300.0,Price per Unit,0.0,1.0,Rent,2018-06-01 04:00:00,42.441327,-76.48579,0,1,0,0,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,705.8647488697577
749.0,118 BLAIR STREET,2,2850.0,Price per Unit,3.0,2.5,Room to Rent,2018-01-01 05:00:00,42.43805529999999,-76.4861102,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,1070.5414626500954
752.0,214 PARK PLACE,Apartment 1,1950.0,Price per Unit,3.0,2.0,Room to Rent,2018-02-04 05:00:00,42.4429761,-76.50607389999999,0,0,1,0,1,1,0,1,1,1,1,0,0,1,0,1,0,0,1,1,0,1,1808.0329324896757
753.0,109 TRIPHAMMER ROAD,,1300.0,Price per Unit,2.0,1.0,Room to Rent,2017-12-16 05:00:00,42.4549458,42.4549458,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,8775807.632910483
755.0,305 OAK AVENUE,,7000.0,Price per Unit,10.0,4.0,Room to Rent,2017-12-20 05:00:00,42.4416686,-76.4813262,0,0,0,0,1,1,0,1,1,1,1,0,0,1,0,1,0,0,1,0,0,1,728.7070887645935
756.0,115 QUARRY STREET S,61,450.0,Price per Unit,0.0,1.0,Rent,2018-01-18 05:00:00,42.4369913,-76.48781652202628,0,1,1,0,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1207.5861668120913
757.0,700-02 STEWART AVENUE,41,1080.0,Price per Unit,2.0,1.0,Rent,2017-10-25 04:00:00,42.44940039999999,-76.4904857,0,0,1,1,0,1,0,1,1,1,0,1,0,1,0,0,0,1,1,0,0,0,493.0219675658343
758.0,222 ALBANY STREET S,,1400.0,Price per Unit,2.0,1.0,Room to Rent,2018-01-01 05:00:00,42.441078411159815,-76.50192070000001,0,0,0,0,1,1,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,1,1571.1338255132498
759.0,151-59 DRYDEN ROAD,Apt 404,1200.0,Price per Unit,0.0,1.0,Rent,2018-01-15 05:00:00,42.44146696360637,-76.48579,0,1,0,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,1,1,0,690.3744414203649
760.0,612 BUFFALO STREET E,5,870.0,Price per Unit,1.0,1.0,Rent,2018-01-01 05:00:00,42.4418194,-76.4891401,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,732.7886743891081
761.0,131 GREEN STREET E,204,1290.0,Price per Unit,1.0,1.0,Rent,2017-12-17 05:00:00,42.4384411,-76.49747542309146,0,1,0,1,1,1,0,1,1,1,1,0,0,1,1,1,0,0,1,0,1,1,1449.4967771812953
762.0,202 STEWART AVENUE,"2, 4 br apts, 1, 3 br apt",2700.0,Price per Unit,4.0,1.0,Rent,2020-06-01 04:00:00,42.4408363,-76.4900036,0,0,1,0,1,1,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1,862.6228933736353
763.0,406 GREEN STREET W,#1,3800.0,Price per Unit,2.0,1.0,Rent,2017-11-06 05:00:00,42.4386796,-76.50290801058969,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1777.9846405931326
764.0,406 GREEN STREET W,#1,1800.0,Price per Unit,2.0,1.0,Rent,2017-11-01 04:00:00,42.4386796,-76.50312794786036,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1792.9559760856812
765.0,212 CASCADILLA STREET,,1888.0,Price per Unit,3.0,1.0,Rent,2018-08-15 04:00:00,42.4447105,-76.50157346762158,0,0,1,0,1,1,0,1,1,1,0,1,0,1,0,1,0,0,0,0,0,1,1401.1199674992479
766.0,"605 west king road, Ithaca, ny, 14850",,1500.0,Price per Unit,3.0,2.0,Rent,2017-11-16 05:00:00,42.385665,-76.52042999999999,0,0,0,0,1,1,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,1,7481.575422309049
767.0,116 BLAIR STREET,02,1095.0,Price per Unit,1.0,1.0,Rent,2020-06-05 04:00:00,42.4379292,-76.48613060000001,0,0,1,1,1,1,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,1,1084.6559768123786
768.0,209 COLLEGE AVENUE,12,2100.0,Price per Unit,3.0,1.0,Room to Rent,2017-12-15 05:00:00,42.4399058,-76.48473956420922,0,0,0,0,1,1,0,1,1,1,1,0,0,1,0,1,0,0,1,1,1,1,860.8622752160707
769.0,412 University Ave,Address 2,3200.0,Price per Unit,5.0,2.0,Rent,2018-08-18 04:00:00,42.4481231,-76.49317391131983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,675.4394281501698
770.0,309 OAK AVENUE,1,2400.0,Price per Unit,3.0,1.0,Rent,2018-06-07 04:00:00,42.4415714,-76.48106229999999,0,0,0,0,1,0,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,747.6001868912344
771.0,506 DRYDEN ROAD,3,850.0,Price per Unit,1.0,1.0,Rent,2018-06-07 04:00:00,42.4411035,-76.4799628,0,0,0,0,1,0,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,1,835.3767494394158
772.0,190 Lower CK Rd,,730.0,Price per Unit,1.0,1.0,Rent,2019-08-01 04:00:00,42.4818772,-76.39741750975183,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,8127.871325454206
773.0,103 SAGE PLACE,,745.0,Price per Unit,7.0,4.0,Rent,2021-08-16 04:00:00,42.4396217,-76.4908382,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1013.9937485195314
774.0,113-19 DRYDEN ROAD,6G,915.0,Price per Unit,1.0,1.5,Room to Rent,2017-12-15 05:00:00,42.44158705750107,-76.48647518114097,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,1,1,1,1,684.9794930775269
775.0,106 VALENTINE PLACE,,1595.0,Price per Unit,0.0,1.0,Rent,2018-08-01 04:00:00,42.43718023776583,-76.48791214326934,0,1,0,0,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,1188.5520587631254
776.0,2 Sanctuary Dr,#2,1750.0,Price per Unit,2.0,2.0,Rent,2018-01-01 05:00:00,42.473152,-76.451093,0,1,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,1,0,1,0,3970.5918157864035
777.0,307 EDDY STREET,Apartment 5,2250.0,Price per Unit,3.0,2.5,Rent,2017-12-15 05:00:00,42.4411236,-76.486977,0,1,0,1,1,1,0,1,1,1,1,0,0,1,0,1,0,0,1,0,0,0,743.7580802482764
778.0,230 LINDEN AVENUE,01,3060.0,Price per Unit,4.0,1.0,Rent,2018-06-15 04:00:00,42.4408918,-76.4844046444792,0,0,0,1,1,0,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,1,752.4389350353667
779.0,325 DRYDEN ROAD,4,5670.0,Price per Unit,7.0,2.0,Room to Rent,2018-01-02 05:00:00,42.441175779230825,-76.4823895,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,1,749.8933761182255
780.0,706 SENECA STREET E,6,850.0,Price per Unit,1.0,1.0,Rent,2017-12-01 05:00:00,42.4409027,-76.48930485595253,0,0,0,1,1,1,1,1,1,1,0,1,0,1,0,1,0,0,0,0,1,1,829.9945447326199
781.0,100 FAIRVIEW SQUARE,,600.0,Price per Unit,1.0,1.0,Rent,2017-10-27 04:00:00,42.4406469,-76.47646639585594,0,1,0,0,1,1,1,1,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1045.1013158154435
782.0,241 LINDEN AVENUE,#2,795.0,Price per Unit,1.0,1.0,Rent,2020-08-10 04:00:00,42.44037342902551,-76.48399552883609,0,0,0,1,1,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,812.5831951597589
786.0,151-59 DRYDEN ROAD,209,1600.0,Price per Unit,2.0,1.0,Rent,2018-01-01 05:00:00,42.441327,-76.48581481751268,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,706.0624131504195
787.0,123 QUARRY STREET S,202,1150.0,Price per Unit,1.0,1.0,Rent,2017-12-10 05:00:00,42.4368835,-76.48794404956789,0,0,1,1,1,1,0,1,0,1,0,0,0,1,1,1,1,0,1,0,1,1,1221.3980941323084
788.0,317 CAYUGA STREET S,2S,700.0,Price per Unit,1.0,1.0,Rent,2021-05-15 04:00:00,42.435896448799895,-76.49864650859831,0,0,0,1,1,0,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1722.458752285805
789.0,138 Honness lane,,1200.0,Price per Unit,2.0,1.0,Rent,2019-08-04 04:00:00,42.4298972,-76.4667405,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,1,1,0,0,0,0,1,2476.316207294394
790.0,207 Eastern Heights Drive,,1500.0,Price per Unit,2.0,2.0,Share,2018-08-01 04:00:00,42.422773,-76.4514695,0,0,1,0,1,1,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0,1,3899.5579028163506
791.0,109 QUARRY STREET S,505,750.0,Price per Unit,1.0,1.0,Share,2018-01-07 05:00:00,42.4378265,-76.48814899999999,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1122.6471703893305
792.0,"2250 N Triphammer Road Ithaca, NY 14850",U1D,475.0,Price per Unit,1.0,1.0,Rent,2017-11-28 05:00:00,42.4787826,-76.48440137391238,0,1,0,0,0,0,0,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,3462.5546644582473
793.0,113 VALENTINE PLACE,983,1150.0,Price per Unit,1.0,1.0,Room to Rent,2017-12-04 05:00:00,42.4361252,-76.4854871,0,1,1,0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,0,1,1,1281.7529316373032
794.0,115 FAYETTE STREET,4,2505.0,Price per Unit,3.0,1.0,Room to Rent,2020-01-27 05:00:00,42.4378679,-76.5025354873045,0,0,1,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1805.6329170255153
796.0,400 Triphammer Rd,Apt A1,1.0,Price per Unit,2.0,1.0,Rent,2017-11-06 05:00:00,42.4590211,-76.4836451,0,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1269.5078788590338
797.0,400 Triphammer Rd.,,1064.0,Price per Unit,0.0,1.0,Rent,2017-12-01 05:00:00,42.45906307725503,-76.4836451,0,0,0,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,1,0,1,1,1274.158525021617
798.0,100 FAIRVIEW SQUARE,B1O,1140.0,Price per Unit,0.0,1.0,Rent,2018-05-23 04:00:00,42.44158745963438,-76.47887454191306,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,1,1,0,838.9054378897007
799.0,106 VALENTINE PLACE,6008,875.0,Price per Unit,1.0,1.0,Rent,2017-12-15 05:00:00,42.4363068,-76.48596777902351,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,1,1,1,1,1263.5199992701448
800.0,111 HARVARD PLACE,Room 2B,5840.0,Price per Unit,8.0,3.0,Room to Rent,2017-12-25 05:00:00,42.440458378113895,-76.48169148220904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,843.2061167013622
801.0,123 East King Road,E3,1675.0,Price per Unit,2.0,2.5,Rent,2018-08-01 04:00:00,42.40582299505254,-76.4982789,0,1,0,1,0,0,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,1,4777.116073112893
802.0,307 WAIT AVENUE,,450.0,Price per Unit,1.0,1.0,Room to Rent,2018-01-23 05:00:00,42.4542313,-76.48137419999999,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,789.3766056858447
803.0,213 PARK PLACE,1,1800.0,Price per Unit,1.0,1.0,Rent,2017-12-16 05:00:00,42.4429513,-76.50583587673808,0,0,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,0,1,0,1,1,1790.136465458961
804.0,213 PARK PLACE,2,1800.0,Price per Unit,1.0,1.0,Rent,2017-12-18 05:00:00,42.4429513,-76.50553524457062,0,0,1,1,1,1,1,1,0,0,1,0,0,1,1,0,1,0,1,0,1,1,1766.5553883577873
805.0,124 Westbourne Lane,Apartment 1243,1650.0,Price per Unit,3.0,1.0,Room to Rent,2018-02-03 05:00:00,42.45619994314305,-76.4870029,0,0,0,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,1,1,0,0,965.7176286993275
806.0,2 Main St,2,900.0,Price per Unit,2.0,1.0,Rent,2018-01-01 05:00:00,42.5138194,-76.34730189999999,0,0,0,0,1,0,0,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,13475.72023446093
807.0,414 STEWART AVENUE,3-Bedroom,1500.0,Price per Unit,2.0,1.0,Rent,2019-08-01 04:00:00,42.44199202089016,-76.4902516,0,0,1,0,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,763.707202432744
808.0,414 STEWART AVENUE,4-Bedroom,3200.0,Price per Unit,4.0,1.0,Room to Rent,2021-06-01 04:00:00,42.44193883520229,-76.4902516,0,0,1,0,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,768.5830162895685
809.0,117 Hillcrest Dr,,850.0,Price per Unit,1.0,1.0,Rent,2018-01-01 05:00:00,42.4589939,-76.5251191,0,0,1,0,1,0,1,1,0,1,1,0,0,0,1,1,0,0,1,1,1,0,3527.5693786226843
810.0,847 Dryden Rd,,1000.0,Price per Unit,3.0,2.0,Rent,2018-01-01 05:00:00,42.4521913,-76.4449459688033,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,3322.3048071742687
811.0,307 COLLEGE AVENUE,405,1675.0,Price per Unit,0.0,1.0,Rent,2017-12-16 05:00:00,42.44067829999999,-76.48452195455006,0,1,0,0,1,1,0,1,1,1,1,0,0,1,1,1,0,0,1,0,0,1,775.6226357608119
812.0,412 ALBANY STREET S,4,875.0,Price per Unit,1.0,1.0,Rent,2018-01-07 05:00:00,42.4348189,-76.5018097,0,0,0,0,1,1,0,1,1,1,1,0,0,1,1,0,0,0,1,0,0,1,1986.0568867770764
813.0,114 HEIGHTS COURT,,600.0,Price per Unit,1.0,1.5,Room to Rent,2017-11-11 05:00:00,42.455246393268034,-76.4848243,0,0,0,1,1,0,1,1,1,1,1,1,0,0,0,1,0,0,1,0,1,1,845.2181049581081
814.0,109 QUARRY STREET S,512,1798.0,Price per Unit,2.0,2.0,Room to Rent,2018-01-01 05:00:00,42.4378265,-76.48794316729571,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,1118.8398833808503
815.0,1249 Trumansburg Rd,3,1200.0,Price per Unit,1.0,1.0,Rent,2021-10-20 04:00:00,42.4644534,-76.5337496,0,1,0,0,0,0,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,1,4416.931231252797
816.0,211 ALBANY STREET S,2F,1875.0,Price per Unit,3.0,2.0,Rent,2018-08-04 04:00:00,42.4380204,-76.5013852,0,0,0,1,1,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,1,1720.6075347008543
818.0,212 1/2 Delaware Avenue,,2925.0,Price per Unit,3.0,1.5,Room to Rent,2018-01-01 05:00:00,42.4400797,-76.4834626,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,850.3340214826828
819.0,442 GENEVA STREET N,1A,965.0,Price per Unit,1.0,1.0,Rent,2017-12-01 05:00:00,42.4443999,-76.50123409999999,0,0,0,0,0,1,0,1,1,1,1,0,0,1,1,0,0,1,1,0,1,1,1382.670014734162
