listingId,address,unit_number,rent,rent_type,bedrooms,bathrooms,housing_type,date_available,latitude,longitude,pets_allowed,air_conditioning,electricity_included,electronic_payments,furniture_included,heat_included,internet_included,kitchen_available,laundry_available,near_bus,osparking_available,osparking_included,psparking_available,water_included,faculty,ugrad,sabbatical,fa_sublet,sp_sublet,sum_sublet,short_term,graduate,distance
71.0,207-15 FALL CREEK DRIVE,,1500.0,Price per Unit,3.0,1.0,Rent,2020-08-01 04:00:00,42.45265055454961,-76.48747277546312,0,0,0,0,1,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,1,593.2469773723091
72.0,109 SAGE PLACE,,1490.0,Price per Unit,2.0,1.0,Rent,2021-08-16 04:00:00,42.4400059,-76.4908449,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,976.8834126416502
73.0,Lansing Station Road,,1000.0,Price per Unit,1.0,1.0,Rent,2020-10-12 04:00:00,42.576219406281645,-76.60840903578179,0,1,0,1,1,0,0,1,0,0,1,1,0,1,1,0,1,0,0,0,0,1,17514.855994721827
74.0,135 Burleigh Dr.,lower level,1250.0,Price per Unit,1.0,1.0,Rent,2022-05-11 04:00:00,42.476343,-76.47157100000001,0,0,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,0,0,0,1,1,3374.895308084919
75.0,230 BRYANT AVENUE,,795.0,Price per Unit,1.0,1.0,Rent,2017-06-01 04:00:00,42.44031997628508,-76.48308246627045,0,0,0,0,1,1,0,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,829.1567291119698
76.0,717 BUFFALO STREET E,,9000.0,Price per Unit,10.0,4.0,Room to Rent,2022-01-01 05:00:00,42.4415576058844,-76.4875651398811,0,0,1,0,1,1,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1,709.7538581171223
77.0,230 BRYANT AVENUE,,795.0,Price per Unit,1.0,1.0,Rent,2017-06-01 04:00:00,42.440222,-76.483002,0,0,0,0,1,1,0,1,1,1,0,0,0,1,0,1,0,0,0,1,1,1,841.1033814161609
78.0,1134 E. Shore Dr.,,2600.0,Price per Unit,4.0,2.5,Rent,2017-07-15 04:00:00,42.4769545,-76.5069109,0,1,1,0,1,1,1,1,1,1,0,1,0,1,1,0,1,0,0,0,1,1,3723.045652150663
79.0,604 STATE STREET E,,580.0,Price per Unit,1.0,2.0,Room to Rent,2017-05-29 04:00:00,42.439379,-76.489353,0,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,1,0,1,987.1699081857546
80.0,154 STATE STREET E,3,780.0,Price per Unit,1.0,1.0,Room to Rent,2017-05-25 04:00:00,42.43985918093662,-76.49711843558197,0,0,0,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1320.5390173092435
81.0,232 LINDEN AVENUE,7,600.0,Price per Unit,1.0,1.0,Rent,2017-05-22 04:00:00,42.44097,-76.484442,0,0,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,1,0,1,1,743.5760930192347
82.0,87 Uptown Road,,900.0,Price per Unit,1.0,1.0,Rent,2018-09-11 04:00:00,42.479135680687776,-76.47447301838531,0,1,0,0,1,0,1,1,1,1,1,1,0,1,1,0,0,1,1,0,1,1,3605.769871050757
83.0,87 Uptown Road,,1200.0,Price per Unit,2.0,1.0,Rent,2018-04-01 04:00:00,42.47920282270304,-76.47452934477462,0,1,0,0,1,0,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,1,3611.922092049124
84.0,87 Uptown Road,,1200.0,Price per Unit,2.0,1.0,Rent,2017-06-01 04:00:00,42.47913288310224,-76.47448374722137,0,1,0,0,1,0,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,1,3605.257768019805
85.0,87 Uptown Road,,1050.0,Price per Unit,1.0,1.0,Rent,2017-06-01 04:00:00,42.4791692517044,-76.47444351408615,0,1,0,0,1,0,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,1,3609.972897143595
86.0,87 Uptown Road,,1050.0,Price per Unit,1.0,1.0,Rent,2017-07-01 04:00:00,42.47909091930424,-76.47447838280334,0,1,0,0,1,0,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,1,3600.831654695226
